"logposterior","loglikelihood","logprior"
-1.45293014501598045e+04,-1.45293014501598045e+04,0.00000000000000000e+00
-1.45293014501598045e+04,-1.45293014501598045e+04,0.00000000000000000e+00
-1.45293014501598045e+04,-1.45293014501598045e+04,0.00000000000000000e+00
-1.45293014501598045e+04,-1.45293014501598045e+04,0.00000000000000000e+00
-1.45293014501598045e+04,-1.45293014501598045e+04,0.00000000000000000e+00
-1.45293014501598045e+04,-1.45293014501598045e+04,0.00000000000000000e+00
-1.45293014501598045e+04,-1.45293014501598045e+04,0.00000000000000000e+00
-1.45293014501598045e+04,-1.45293014501598045e+04,0.00000000000000000e+00
-1.45293014501598045e+04,-1.45293014501598045e+04,0.00000000000000000e+00
-1.17768658583963970e+04,-1.17768658583963970e+04,0.00000000000000000e+00
-1.17768658583963970e+04,-1.17768658583963970e+04,0.00000000000000000e+00
-1.17768658583963970e+04,-1.17768658583963970e+04,0.00000000000000000e+00
-1.17768658583963970e+04,-1.17768658583963970e+04,0.00000000000000000e+00
-1.17768658583963970e+04,-1.17768658583963970e+04,0.00000000000000000e+00
-1.17768658583963970e+04,-1.17768658583963970e+04,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-9.91149449105027998e+03,-9.91149449105027998e+03,0.00000000000000000e+00
-7.07002807501726693e+03,-7.07002807501726693e+03,0.00000000000000000e+00
-7.07002807501726693e+03,-7.07002807501726693e+03,0.00000000000000000e+00
-7.07002807501726693e+03,-7.07002807501726693e+03,0.00000000000000000e+00
-7.07002807501726693e+03,-7.07002807501726693e+03,0.00000000000000000e+00
-5.99230250661833452e+03,-5.99230250661833452e+03,0.00000000000000000e+00
-5.99230250661833452e+03,-5.99230250661833452e+03,0.00000000000000000e+00
-5.28759125167142520e+03,-5.28759125167142520e+03,0.00000000000000000e+00
-5.28759125167142520e+03,-5.28759125167142520e+03,0.00000000000000000e+00
-5.28759125167142520e+03,-5.28759125167142520e+03,0.00000000000000000e+00
-4.40943783264256672e+03,-4.40943783264256672e+03,0.00000000000000000e+00
-4.40943783264256672e+03,-4.40943783264256672e+03,0.00000000000000000e+00
-4.40943783264256672e+03,-4.40943783264256672e+03,0.00000000000000000e+00
-4.40943783264256672e+03,-4.40943783264256672e+03,0.00000000000000000e+00
-4.40943783264256672e+03,-4.40943783264256672e+03,0.00000000000000000e+00
-4.40943783264256672e+03,-4.40943783264256672e+03,0.00000000000000000e+00
-4.40943783264256672e+03,-4.40943783264256672e+03,0.00000000000000000e+00
-3.96468133677191872e+03,-3.96468133677191872e+03,0.00000000000000000e+00
-3.96468133677191872e+03,-3.96468133677191872e+03,0.00000000000000000e+00
-3.96468133677191872e+03,-3.96468133677191872e+03,0.00000000000000000e+00
-3.96468133677191872e+03,-3.96468133677191872e+03,0.00000000000000000e+00
-3.96468133677191872e+03,-3.96468133677191872e+03,0.00000000000000000e+00
-3.96468133677191872e+03,-3.96468133677191872e+03,0.00000000000000000e+00
-3.96468133677191872e+03,-3.96468133677191872e+03,0.00000000000000000e+00
-3.80426195666513786e+03,-3.80426195666513786e+03,0.00000000000000000e+00
-3.80426195666513786e+03,-3.80426195666513786e+03,0.00000000000000000e+00
-1.97988767677403507e+03,-1.97988767677403507e+03,0.00000000000000000e+00
-1.97988767677403507e+03,-1.97988767677403507e+03,0.00000000000000000e+00
-1.97988767677403507e+03,-1.97988767677403507e+03,0.00000000000000000e+00
-1.97988767677403507e+03,-1.97988767677403507e+03,0.00000000000000000e+00
-1.97988767677403507e+03,-1.97988767677403507e+03,0.00000000000000000e+00
-1.97988767677403507e+03,-1.97988767677403507e+03,0.00000000000000000e+00
-1.97988767677403507e+03,-1.97988767677403507e+03,0.00000000000000000e+00
-1.97988767677403507e+03,-1.97988767677403507e+03,0.00000000000000000e+00
-1.70945499027112805e+03,-1.70945499027112805e+03,0.00000000000000000e+00
