"logposterior","loglikelihood","logprior"
-6.54807181597076215e+03,-6.54807181597076215e+03,0.00000000000000000e+00
-4.62655777948441846e+03,-4.62655777948441846e+03,0.00000000000000000e+00
-2.66074123095895766e+03,-2.66074123095895766e+03,0.00000000000000000e+00
-2.66074123095895766e+03,-2.66074123095895766e+03,0.00000000000000000e+00
-2.66074123095895766e+03,-2.66074123095895766e+03,0.00000000000000000e+00
-2.66074123095895766e+03,-2.66074123095895766e+03,0.00000000000000000e+00
-2.66074123095895766e+03,-2.66074123095895766e+03,0.00000000000000000e+00
-2.66074123095895766e+03,-2.66074123095895766e+03,0.00000000000000000e+00
-2.66074123095895766e+03,-2.66074123095895766e+03,0.00000000000000000e+00
-2.66074123095895766e+03,-2.66074123095895766e+03,0.00000000000000000e+00
-2.64019032891793813e+03,-2.64019032891793813e+03,0.00000000000000000e+00
-2.64019032891793813e+03,-2.64019032891793813e+03,0.00000000000000000e+00
-2.64019032891793813e+03,-2.64019032891793813e+03,0.00000000000000000e+00
-2.64019032891793813e+03,-2.64019032891793813e+03,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-9.23231350524569280e+02,-9.23231350524569280e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
-8.35616923641606718e+02,-8.35616923641606718e+02,0.00000000000000000e+00
